,SEASON,CONTESTANT,CONTESTANT_JOB,CONTESTANT_HEIGHT,HEIGHT_DIFF,HEIGHT_BIN,CONTESTANT_HOMETOWN_CITY,SAME_CITY,SAME_STATE,CONTESTANT_HOMETOWN_STATE,CONTESTANT_REGION,SAME_REGION,AGE_DIFF,AGE_DIFF_MEAN_POOL,AGE_DIFF_BACH_POOL,AGE_DIFF_CAT,CONTESTANT_ELIMWEEK,WINNER
126,10,Tiffany Forester,Real estate sales/development,,,4,St. Louis Park,0,1,MN,M,0,3.0,1.2399999999999984,4.239999999999998,2,1.0,0
127,11,Deanna Pappas,Realtor,,,4,Newnan,0,1,GA,S,1,10.0,-2.0,8.0,2,8.0,0
128,11,Jenni Croft,Phoenix Suns Cheerleader,,,4,Wichita,0,1,KS,M,0,8.0,0.0,8.0,2,8.0,0
129,11,Bettina Bell,Realtor,,,4,Washington,0,1,D.C.,D.C.,0,8.0,0.0,8.0,2,7.0,0
130,11,Sheena Stewart,Internet marketing executive,,,4,Walnut Creek,0,1,CA,W,0,12.0,-4.0,8.0,2,6.0,0
131,11,Hillary Reisinger,Registered nurse,,,4,Philadelphia,0,1,PA,N,0,8.0,0.0,8.0,2,5.0,0
132,11,Kristy Katzmann,Acupuncturist,,,4,Gurnee,0,1,IL,M,0,6.0,2.0,8.0,2,5.0,0
133,11,"Estefania ""Stephy"" Kootz",Executive assistant,,,4,Atlanta,0,1,GA,S,1,9.0,-1.0,8.0,2,4.0,0
134,11,Jade Beazley,Boutique sales worker,,,4,Nashville,0,1,TN,S,1,11.0,-3.0,8.0,2,4.0,0
135,11,McCarten Delaney,Account manager,,,4,Lemon Grove,0,1,CA,W,0,9.0,-1.0,8.0,2,4.0,0
136,11,Lindsey Hawkins,Model,,,4,Livonia,0,1,MI,W,0,10.0,-2.0,8.0,2,3.0,0
137,11,Sarah Newlon,Bar manager,,,4,O'Fallon,0,1,IL,M,0,12.0,-4.0,8.0,2,3.0,0
138,11,Solisa Shoop,Esthetician,,,4,Georgetown,0,1,TX,S,1,10.0,-2.0,8.0,2,3.0,0
